source,food_id,name_local,name_en,lang,category,serving_basis,energy_kcal,protein_g,phosphorus_mg,potassium_mg,sodium_mg,notes
,I0400301,烏骨雞,,zh-TW,肉類,100g,212.2272,17.863,159.04,179.76,42.38,
,00I04021,里肌肉平均值,,zh-TW,肉類,100g,109.0687,24.2488,206.6045,351.3393,57.5465,
,I0402101,里肌肉(土雞),,zh-TW,肉類,100g,111.6391,24.845,194.154,351.1385,71.523,
,I0402102,里肌肉(肉雞),,zh-TW,肉類,100g,106.4984,23.6525,219.055,351.54,43.57,
,I0402201,帶骨去皮對切胸(肉雞),,zh-TW,肉類,100g,103.766,22.4,223.0,310.0,49.0,
,I0402301,帶骨帶皮對切胸(肉雞),,zh-TW,肉類,100g,218.6381,19.327,177.71,285.13,46.95,
,00I04024,去皮清肉平均值,,zh-TW,肉類,100g,118.7989,23.335,215.8955,314.1778,50.2085,
,I0402401,去皮清肉(土雞),,zh-TW,肉類,100g,120.8252,23.356,193.001,295.0005,67.152,
,I0402402,去皮清肉(肉雞),,zh-TW,肉類,100g,116.7727,23.314,238.79,333.355,33.265,
,00I04041,骨腿平均值,,zh-TW,肉類,100g,162.7523,18.0477,143.4702,212.6985,67.9791,
,I0404101,骨腿(土雞),,zh-TW,肉類,100g,129.6066,21.708,132.8,182.485,51.889,
,I0404102,骨腿(肉雞),,zh-TW,肉類,100g,195.898,14.3874,154.1403,242.9119,84.0691,
,00I04042,清腿平均值,,zh-TW,肉類,100g,157.4795,18.4827,151.4607,255.63,116.8957,
,I0404201,清腿(土雞),,zh-TW,肉類,100g,142.13,20.4,143.0,255.0,131.0,
,I0404202,清腿(肉雞),,zh-TW,肉類,100g,172.8289,16.5654,159.9213,256.2599,102.7914,
,00I04043,棒棒腿平均值,,zh-TW,肉類,100g,151.1916,18.9143,150.1625,244.595,138.55,
,I0404301,棒棒腿(土雞),,zh-TW,肉類,100g,142.888,21.0,151.0,251.0,168.0,
,I0404302,棒棒腿(肉雞),,zh-TW,肉類,100g,159.4951,16.8285,149.325,238.19,109.1,
,00I04044,雞排平均值,,zh-TW,肉類,100g,183.2356,17.096,155.7775,248.6475,86.255,
,I0404401,雞排(土雞),,zh-TW,肉類,100g,158.275,18.9,152.0,259.0,97.0,
,I0404402,雞排(肉雞),,zh-TW,肉類,100g,208.1962,15.292,159.555,238.295,75.51,
,I0404403,雞排(肉雞)(2021年取樣),,zh-TW,肉類,100g,251.1062,14.897,175.7,334.22,94.4,
,I0404501,去皮去骨雞腿(肉雞),,zh-TW,肉類,100g,164.6535,19.804,183.98,297.87,67.72,
,00I04061,二節翅平均值,,zh-TW,肉類,100g,225.5691,18.0893,100.85,126.4875,83.08,
,I0406101,二節翅(土雞),,zh-TW,肉類,100g,227.964,19.8,88.0,104.0,68.0,
,I0406102,二節翅(肉雞),,zh-TW,肉類,100g,223.1743,16.3785,113.7,148.975,98.16,
,00I04062,三節翅平均值,,zh-TW,肉類,100g,210.3016,18.3292,116.7832,177.6304,75.3803,
,I0406201,三節翅(土雞),,zh-TW,肉類,100g,198.39,19.0,102.0,174.0,66.0,
,I0406202,三節翅(肉雞),,zh-TW,肉類,100g,222.2132,17.6583,131.5663,181.2608,84.7606,
,I0406301,翅腿(肉雞),,zh-TW,肉類,100g,209.6877,17.759,148.43,204.8,69.82,
,I0410101,雞絞肉,,zh-TW,肉類,100g,131.2671,27.44,206.856,324.693,38.09,
,I0420101,雞心(肉雞),,zh-TW,肉類,100g,189.6825,13.2535,114.87,212.255,87.125,
,I0420102,雞心(肉雞)(2021年取樣),,zh-TW,肉類,100g,204.4271,14.445,158.73,211.1,84.52,
,I0420201,雞尾椎,,zh-TW,肉類,100g,452.2672,8.953,75.724,86.937,35.056,
,I0420301,雞肝(肉雞),,zh-TW,肉類,100g,111.3352,18.786,170.355,277.64,93.415,
,I0420401,雞胗(肉雞),,zh-TW,肉類,100g,88.9813,16.635,85.415,187.315,57.37,
,I0420601,雞胸骨湯,,zh-TW,肉類,100g,8.8239,1.475,14.04,46.12,24.35,
,I0420701,雞睪丸,,zh-TW,肉類,100g,70.6519,10.572,249.05,275.633,89.932,
,I0420801,雞腳(肉雞),,zh-TW,肉類,100g,208.5494,20.6625,48.18,64.225,101.79,
,I0420901,雞膝軟骨(肉雞),,zh-TW,肉類,100g,107.0999,20.404,122.088,214.915,196.703,
,I0421001,雞皮(肉雞),,zh-TW,肉類,100g,441.7161,11.668,100.67,146.49,40.08,
,I0500101,太空鴨,,zh-TW,肉類,100g,319.2313,15.973,155.95,240.17,41.03,
,I0500201,番鴨,,zh-TW,肉類,100g,228.7584,18.23,166.53,255.25,51.25,
,I0500301,太空鴨(去皮),,zh-TW,肉類,100g,101.8751,20.075,190.236,275.814,64.399,
,I0500401,土番鴨,,zh-TW,肉類,100g,110.891,20.9,242.0,317.0,70.0,
,I0502101,櫻桃鴨胸肉片,,zh-TW,肉類,100g,226.5303,16.701,176.7,269.287,37.386,
,I0504101,鴨腿,,zh-TW,肉類,100g,282.1871,14.353,147.73,242.52,47.8,
,I0520101,鴨血,,zh-TW,肉類,100g,28.79,6.006,31.821,8.512,130.9003,
,I0520201,鴨胗,,zh-TW,肉類,100g,97.2723,20.499,112.38,323.98,78.53,
,I0520301,去骨鴨掌,,zh-TW,肉類,100g,113.4891,12.589,64.46,1.57,77.83,
,I0520401,鴨腸,,zh-TW,肉類,100g,93.6642,13.787,93.37,2.926,52.965,
,I0520601,鴨翅,,zh-TW,肉類,100g,170.289,22.751,100.45,140.86,67.45,
,I0520701,鴨頭,,zh-TW,肉類,100g,199.043,16.497,122.18,150.02,73.62,
,I0520801,鴨舌,,zh-TW,肉類,100g,187.1688,16.006,338.56,67.4,57.07,
,I0600101,鵝肉,,zh-TW,肉類,100g,187.48,15.6,137.0,234.0,54.0,
,I0602101,鵝胸肉,,zh-TW,肉類,100g,120.3312,23.46,227.684,349.397,50.673,
,I0604101,鵝腿肉,,zh-TW,肉類,100g,130.4105,21.692,166.458,276.194,75.144,
,I0620101,鵝心,,zh-TW,肉類,100g,241.374,14.512,184.396,207.022,71.807,
,I0620201,鵝肝,,zh-TW,肉類,100g,122.993,20.487,287.384,1236.545,391.934,
,I0620301,鵝胗,,zh-TW,肉類,100g,95.2911,17.359,115.456,292.191,76.592,
,I0620401,鵝腸,,zh-TW,肉類,100g,62.9221,9.2195,54.596,3.871,109.989,
,I0700101,火雞肉,,zh-TW,肉類,100g,140.609,21.1,206.0,362.0,51.0,
,I0802101,鴕鳥菲力肉排,,zh-TW,肉類,100g,105.059,22.8285,189.8872,330.9881,59.2235,
,I0804101,鴕鳥沙朗肉排,,zh-TW,肉類,100g,96.6667,20.899,222.404,374.772,54.883,
,I0810101,鴕腱肉,,zh-TW,肉類,100g,107.4703,18.714,205.51,308.549,75.023,
,I0810201,鴕腩肉,,zh-TW,肉類,100g,143.5977,21.166,167.461,279.099,85.927,
,I1000101,山豬肉片,,zh-TW,肉類,100g,465.5617,11.881,103.02,195.9,30.36,
,I9900101,虎皮蛙,,zh-TW,肉類,100g,93.705,21.1,151.0,249.0,70.0,
,I9900201,蛇肉,,zh-TW,肉類,100g,84.738,19.0,157.0,77.0,29.0,
,J0200201,雙髻鯊,,zh-TW,魚貝類,100g,117.3257,27.35,258.61,492.35,82.76,
,J0200202,雙髻鯊腹肉,,zh-TW,魚貝類,100g,110.166,25.8,211.0,334.0,142.0,
,J0200301,鯊魚切片,,zh-TW,魚貝類,100g,105.9827,24.7865,257.985,219.1068,61.5837,
,J0400101,魟魚,,zh-TW,魚貝類,100g,106.3566,24.76,268.48,323.5,167.63,
,J0400201,日本鰻鱺魚片(生),,zh-TW,魚貝類,100g,253.6951,18.091,211.601,198.919,46.97,
,J0400401,灰海鰻,,zh-TW,魚貝類,100g,96.555,20.5,245.0,377.0,83.0,
,J0400501,魩仔魚,,zh-TW,魚貝類,100g,55.617,11.0715,201.374,91.506,455.745,
,00J04006,魩仔魚平均值(加工),,zh-TW,魚貝類,100g,123.8314,26.213,406.2678,290.9962,1840.572,
,J0400601,"魩仔魚(加工,大)",,zh-TW,魚貝類,100g,96.9106,20.672,199.0583,49.9166,851.3407,
,J0400602,"魩仔魚(加工,小)",,zh-TW,魚貝類,100g,150.7522,31.754,613.4772,532.0758,2829.8033,
,J0400603,魩仔魚(加工),,zh-TW,魚貝類,100g,105.2438,23.03,433.37,125.96,1447.54,
,J0400801,鱙仔魚(加工),,zh-TW,魚貝類,100g,101.4841,20.986,535.79,,705.482,
,J0400901,日本銀帶鯡(加工),,zh-TW,魚貝類,100g,111.2389,21.54,528.503,194.874,735.962,
,J0400902,日本銀帶鯡魚干(丁香魚脯),,zh-TW,魚貝類,100g,274.7603,51.766,1606.0917,855.7016,1276.2148,
,00J04010,虱目魚平均值(去皮),,zh-TW,魚貝類,100g,178.8512,21.84,198.9185,350.2679,41.3935,
,J0401001,虱目魚(2月),,zh-TW,魚貝類,100g,179.895,19.787,214.593,310.633,43.979,
,J0401002,虱目魚(5月),,zh-TW,魚貝類,100g,189.4054,22.329,224.1016,367.8074,26.9028,
,J0401003,虱目魚(8月),,zh-TW,魚貝類,100g,124.3504,23.731,262.2979,354.219,41.8856,
,J0401004,虱目魚(9月),,zh-TW,魚貝類,100g,208.2709,21.99,226.98,366.19,40.83,
,J0401005,虱目魚(12月),,zh-TW,魚貝類,100g,192.3342,21.363,66.62,352.49,53.37,
,J0401101,虱目魚(含皮),,zh-TW,魚貝類,100g,200.424,21.8,244.0,213.0,96.0,
,J0401102,虱目魚(2022年取樣),,zh-TW,魚貝類,100g,242.5397,20.073,167.68,254.91,46.21,
,J0401201,虱目魚腹肉(虱目魚肚),,zh-TW,魚貝類,100g,341.8283,17.431,166.729,280.614,47.046,
,J0401301,草魚切片,,zh-TW,魚貝類,100g,166.4064,21.381,179.701,334.809,52.816,
,J0401401,草魚(含皮),,zh-TW,魚貝類,100g,91.484,17.2,201.0,376.0,37.0,
,J0401501,鯉,,zh-TW,魚貝類,100g,90.779,14.5,202.0,333.0,38.0,
,J0401601,鱅,,zh-TW,魚貝類,100g,144.793,18.7,139.0,345.0,24.0,
,J0401701,鬍鯰,,zh-TW,魚貝類,100g,194.077,16.3,220.0,380.0,37.0,
,J0401801,斑海鯰,,zh-TW,魚貝類,100g,86.0051,19.17,276.69,321.77,114.95,
,J0401901,長體油胡瓜魚,,zh-TW,魚貝類,100g,103.7925,15.002,317.872,174.603,104.468,
,J0402001,香魚,,zh-TW,魚貝類,100g,146.8377,18.524,190.84,310.89,52.56,
,J0402101,銀魚,,zh-TW,魚貝類,100g,69.3265,14.343,217.4423,84.9406,56.0616,
,J0402201,白肉鮭魚切片,,zh-TW,魚貝類,100g,151.2298,22.563,238.8529,409.746,53.0993,
,J0402301,紅肉鮭魚切片,,zh-TW,魚貝類,100g,157.8501,24.331,247.2246,439.6955,71.9615,
,00J04024,大西洋鮭魚平均值(去皮),,zh-TW,魚貝類,100g,220.6336,20.1954,225.7834,334.9811,44.6452,
,J0402401,大西洋鮭魚(台灣養殖),,zh-TW,魚貝類,100g,154.92,23.63,226.185,389.592,45.403,
,J0402402,大西洋鮭魚切片(中段),,zh-TW,魚貝類,100g,173.6711,20.697,233.776,356.322,39.459,
,J0402403,大西洋鮭魚切片(尾段),,zh-TW,魚貝類,100g,203.5478,20.6735,235.8255,352.691,60.953,
,J0402404,大西洋鮭魚生魚片,,zh-TW,魚貝類,100g,221.8494,19.623,247.71,392.834,35.626,
,J0402405,大西洋鮭魚腹肉,,zh-TW,魚貝類,100g,349.1797,16.3535,185.4205,183.4665,41.785,
,J0402501,麥奇鈎吻鮭(去皮),,zh-TW,魚貝類,100g,159.8384,20.861,176.4817,405.1287,48.4935,
,J0402601,麥奇鈎吻鮭(含皮),,zh-TW,魚貝類,100g,147.163,20.1,267.0,387.0,23.0,
,J0402701,姬魚,,zh-TW,魚貝類,100g,104.4879,24.09,276.35,352.71,88.43,
,J0402801,印度鐮齒魚,,zh-TW,魚貝類,100g,48.6261,10.395,29.34,160.38,192.24,
,J0402901,狗母魚(蛇鯔),,zh-TW,魚貝類,100g,103.1055,20.83,198.54,450.76,59.65,
,J0403001,鮟鱇,,zh-TW,魚貝類,100g,67.6823,14.876,140.262,301.655,117.032,
,00J04031,鯔平均值(去皮),,zh-TW,魚貝類,100g,152.4141,20.6176,218.2477,376.9477,50.2403,
,J0403101,鯔(2月),,zh-TW,魚貝類,100g,137.0555,20.403,233.538,351.858,42.414,
,J0403102,鯔(4月),,zh-TW,魚貝類,100g,132.5066,20.415,208.5265,351.3942,43.4522,
,J0403103,鯔(8月),,zh-TW,魚貝類,100g,223.9311,17.267,164.9574,298.2135,73.1235,
,J0403104,"鯔(11月,雄魚)",,zh-TW,魚貝類,100g,129.0752,21.314,230.23,445.56,63.21,
,J0403105,"鯔(11月,雌魚)",,zh-TW,魚貝類,100g,140.9218,21.469,209.65,417.83,56.59,
,J0403106,"鯔(12月,雄魚)",,zh-TW,魚貝類,100g,137.0795,21.055,217.66,359.853,59.138,
,J0403107,"鯔(12月,雌魚)",,zh-TW,魚貝類,100g,149.1434,21.789,221.587,397.762,36.988,
,J0403108,鯔切片,,zh-TW,魚貝類,100g,169.5999,21.229,259.833,393.111,27.007,
,J0403201,鯔(含皮),,zh-TW,魚貝類,100g,154.851,20.64,196.7,393.8833,49.4533,
,J0403301,斑鰭飛魚,,zh-TW,魚貝類,100g,94.486,21.98,258.0,429.01,53.81,
,J0403401,斑鱵,,zh-TW,魚貝類,100g,90.9765,20.63,184.8,276.21,78.84,
,J0403501,鱷形叉尾鶴鱵,,zh-TW,魚貝類,100g,97.6895,22.35,270.0,457.0,63.5,
,J0403601,金鱗魚,,zh-TW,魚貝類,100g,84.6607,19.51,175.94,336.84,60.89,
,J0403701,鱗馬鞭魚,,zh-TW,魚貝類,100g,83.8395,18.512,128.456,209.57,120.609,
,J0403801,黃鱔,,zh-TW,魚貝類,100g,88.1099,17.616,172.807,272.775,54.763,
,J0403901,石狗公,,zh-TW,魚貝類,100g,80.04,18.28,210.22,330.38,67.3,
,J0404001,環紋簑鮋,,zh-TW,魚貝類,100g,79.47,18.4,166.0,324.0,145.0,
,J0404101,深海鱗角魚,,zh-TW,魚貝類,100g,80.0463,17.69,222.91,399.14,104.99,
,J0404201,尖嘴鱸(去皮),,zh-TW,魚貝類,100g,98.2869,20.571,184.2212,435.0482,48.2306,
,J0404301,尖嘴鱸(含皮),,zh-TW,魚貝類,100g,107.144,19.6,171.0,442.0,51.0,
,00J04044,日本花鱸平均值,,zh-TW,魚貝類,100g,97.9124,19.8504,212.3997,377.1414,61.5287,
,J0404401,日本花鱸(2月),,zh-TW,魚貝類,100g,94.8013,20.14,218.044,349.852,44.115,
,J0404402,日本花鱸((3月),,zh-TW,魚貝類,100g,99.7437,19.992,191.7116,366.3161,64.9345,
,J0404403,日本花鱸((8月),,zh-TW,魚貝類,100g,95.3352,18.968,229.9827,360.859,56.924,
,J0404404,日本花鱸((11月),,zh-TW,魚貝類,100g,99.1356,20.534,200.1,394.64,63.74,
,J0404405,日本花鱸((12月),,zh-TW,魚貝類,100g,100.5461,19.618,222.16,414.04,77.93,
,J0404501,日本花鱸(含皮),,zh-TW,魚貝類,100g,111.1384,19.2,171.0,396.0,55.0,
,J0404601,白鱸,,zh-TW,魚貝類,100g,76.481,17.7,204.0,432.0,55.0,
,J0404701,條紋狼鱸,,zh-TW,魚貝類,100g,146.8154,21.3585,153.4168,295.0001,68.6124,
,J0404801,鱖,,zh-TW,魚貝類,100g,89.3019,17.678,136.922,264.844,46.565,
,J0404901,白緣星鱠,,zh-TW,魚貝類,100g,101.0135,19.933,185.801,369.703,70.279,
,00J04050,青星九刺鮨平均值,,zh-TW,魚貝類,100g,93.5025,20.927,223.445,471.1035,45.8065,
,J0405001,青星九刺鮨,,zh-TW,魚貝類,100g,83.313,19.3,242.0,515.0,47.0,
,J0405002,青星九刺鮨魚片,,zh-TW,魚貝類,100g,103.6921,22.554,204.89,427.207,44.613,
,J0405101,斑帶石斑魚,,zh-TW,魚貝類,100g,90.4736,20.181,146.409,308.571,90.984,
,J0405102,龍虎石斑魚,,zh-TW,魚貝類,100g,121.7781,20.573,193.37,430.41,68.94,
,J0405201,斑點九刺鮨(去皮),,zh-TW,魚貝類,100g,81.6928,18.801,211.769,395.93,156.803,
,J0405301,斑點九刺鮨(含皮),,zh-TW,魚貝類,100g,83.7875,19.39,228.11,370.72,58.97,
,J0405401,棕點石斑魚,,zh-TW,魚貝類,100g,115.2697,19.083,204.647,409.37,78.821,
,J0405501,鞍帶石斑魚片,,zh-TW,魚貝類,100g,155.3576,19.112,148.957,292.005,118.325,
,J0405601,駝背鱸,,zh-TW,魚貝類,100g,82.699,18.1,204.0,375.0,93.0,
,J0405701,橫紋九刺鮨,,zh-TW,魚貝類,100g,85.3076,19.25,146.818,294.819,80.918,
,J0405801,大口黑鱸,,zh-TW,魚貝類,100g,129.9823,20.684,175.5675,361.6961,101.0996,
,J0405901,日本紅目大眼鯛,,zh-TW,魚貝類,100g,97.222,19.6,302.0,369.0,63.0,
,J0406001,血斑異大眼鯛,,zh-TW,魚貝類,100g,93.374,20.6,181.0,326.0,119.0,
,J0406101,多鱗沙鮻,,zh-TW,魚貝類,100g,90.246,18.6,203.0,291.0,96.0,
,J0406201,日本馬頭魚,,zh-TW,魚貝類,100g,85.071,18.74,210.63,393.85,85.88,
,J0406301,白馬頭魚,,zh-TW,魚貝類,100g,91.004,19.2,205.0,431.0,63.0,
,J0406401,鬼頭刀魚片,,zh-TW,魚貝類,100g,77.7927,17.237,155.147,126.898,177.842,
,J0406501,鬼頭刀,,zh-TW,魚貝類,100g,106.616,21.8,253.0,474.0,55.0,
,J0406601,海鱺,,zh-TW,魚貝類,100g,106.05,20.4,227.0,323.0,131.0,
,J0406602,海鱺魚片,,zh-TW,魚貝類,100g,264.0129,19.317,215.46,376.797,49.952,
,J0406701,大口逆鈎鰺,,zh-TW,魚貝類,100g,103.008,21.8,273.0,596.0,54.0,
,J0406801,大甲鰺,,zh-TW,魚貝類,100g,104.956,21.2,320.0,365.0,90.0,
,J0406901,日本竹筴魚,,zh-TW,魚貝類,100g,116.3594,23.01,357.486,388.443,88.103,
,J0407001,布氏鯧鰺(去皮),,zh-TW,魚貝類,100g,191.8116,20.271,190.809,324.946,49.435,
,J0407101,布氏鯧鰺(含皮),,zh-TW,魚貝類,100g,190.181,17.5,234.0,305.0,36.0,
,J0407201,杜氏鰤,,zh-TW,魚貝類,100g,115.0281,21.89,246.8,451.865,40.94,
,J0407202,長鰭鰤魚,,zh-TW,魚貝類,100g,114.4082,22.763,292.31,446.05,87.23,
,J0407301,范氏副葉鰺,,zh-TW,魚貝類,100g,108.333,20.941,237.489,436.233,61.731,
,J0407401,泰勃圓鰺,,zh-TW,魚貝類,100g,112.5619,22.77,366.82,385.12,61.64,
,J0407501,烏鯧,,zh-TW,魚貝類,100g,94.1662,20.4,242.0,608.0,114.0,
,J0407601,無斑圓鰺,,zh-TW,魚貝類,100g,119.191,23.9,243.0,177.0,130.0,
,J0407701,藍圓鰺,,zh-TW,魚貝類,100g,114.097,24.0125,218.217,389.9985,57.2585,
,J0407801,雙帶鰺,,zh-TW,魚貝類,100g,118.15,22.6,272.0,500.0,43.0,
,J0407901,眼眶魚,,zh-TW,魚貝類,100g,112.6255,20.25,195.0,261.0,108.0,
,J0408001,斯氏長鰭烏魴,,zh-TW,魚貝類,100g,96.55,22.4,253.0,439.0,40.0,
,J0408101,史氏紅諧魚,,zh-TW,魚貝類,100g,96.6845,21.133,209.99,392.339,74.605,
,J0408201,希氏姬鯛,,zh-TW,魚貝類,100g,90.9136,21.08,336.19,433.37,56.57,
,J0408301,赤鰭笛鯛,,zh-TW,魚貝類,100g,88.01,20.4,239.0,404.0,91.0,
,J0408401,孟加拉笛鯛,,zh-TW,魚貝類,100g,87.2509,19.842,41.42,344.75,62.44,
,J0408501,前鱗笛鯛,,zh-TW,魚貝類,100g,101.2821,21.997,199.103,396.775,60.374,
,J0408601,馬拉巴笛鯛,,zh-TW,魚貝類,100g,86.2967,20.21,246.59,436.08,95.5,
,J0408701,單斑笛鯛,,zh-TW,魚貝類,100g,105.527,20.7,209.0,416.0,45.0,
,J0408801,黃擬烏尾鮗,,zh-TW,魚貝類,100g,80.3427,18.71,363.66,457.04,81.68,
,J0408901,葉唇笛鯛,,zh-TW,魚貝類,100g,118.11,19.944,199.432,302.259,75.185,
,J0409001,松鯛,,zh-TW,魚貝類,100g,98.46,18.2,219.0,401.0,76.0,
,J0409101,三線磯鱸,,zh-TW,魚貝類,100g,129.838,19.0,205.0,372.0,58.0,
,J0409201,星雞魚,,zh-TW,魚貝類,100g,98.5202,20.58,258.76,427.71,73.27,
,J0409301,密點少棘胡椒鯛,,zh-TW,魚貝類,100g,94.089,19.5,229.0,426.0,74.0,
,J0409401,金線魚,,zh-TW,魚貝類,100g,119.009,20.9,205.0,329.0,103.0,
,J0409501,青嘴龍占魚,,zh-TW,魚貝類,100g,127.8757,22.689,472.609,480.778,86.697,
,J0409601,網紋龍占魚,,zh-TW,魚貝類,100g,101.228,21.7,288.0,416.5,89.5,
,J0409701,平鯛,,zh-TW,魚貝類,100g,158.3373,21.027,250.69,498.21,31.65,
,J0409801,阿部牙鯛,,zh-TW,魚貝類,100g,123.7062,18.861,218.1044,405.3335,64.505,
,00J04099,真鯛平均值(去皮),,zh-TW,魚貝類,100g,110.0982,20.5763,243.4694,426.7606,59.7487,
,J0409901,真鯛(1月),,zh-TW,魚貝類,100g,100.0216,20.112,247.063,380.0497,54.228,
,J0409902,真鯛(3月),,zh-TW,魚貝類,100g,100.6184,20.801,236.0382,405.9457,63.6329,
,J0409903,真鯛(5月),,zh-TW,魚貝類,100g,86.7392,20.02,239.7025,441.5395,64.0466,
,J0409904,真鯛(8月),,zh-TW,魚貝類,100g,175.992,20.584,271.5229,451.0284,50.8249,
,J0409905,真鯛(9月),,zh-TW,魚貝類,100g,92.232,21.6,237.0,425.0,60.0,
,J0409906,真鯛(11月),,zh-TW,魚貝類,100g,104.9863,20.341,229.49,457.0,65.76,
,J0410001,黃鰭棘鯛,,zh-TW,魚貝類,100g,136.2839,19.221,202.44,379.3,70.23,
,J0410101,黑棘鯛(去皮),,zh-TW,魚貝類,100g,136.2896,20.287,220.8052,465.8648,45.8414,
,J0410201,黑棘鯛(含皮),,zh-TW,魚貝類,100g,164.5605,19.5,208.0,367.0,66.0,
,J0410301,多鱗四指馬鮁,,zh-TW,魚貝類,100g,145.905,18.9695,217.885,373.0308,69.0846,
,J0410401,大黃魚,,zh-TW,魚貝類,100g,142.1148,16.78,166.0266,280.4912,39.8452,
,J0410501,小黃魚(去皮),,zh-TW,魚貝類,100g,99.832,20.0,169.0,257.0,92.0,
,J0410601,小黃魚(含皮),,zh-TW,魚貝類,100g,100.0758,19.36,268.41,317.28,76.37,
,J0410701,白姑魚,,zh-TW,魚貝類,100g,96.512,18.8,207.0,332.0,85.0,
,J0410801,眼斑擬石首魚,,zh-TW,魚貝類,100g,94.5811,19.701,193.1279,427.5529,70.9798,
,J0410901,黃姑魚,,zh-TW,魚貝類,100g,88.9668,19.42,228.45,375.38,71.18,
,J0411001,黑䱛 ,,zh-TW,魚貝類,100g,149.0819,17.93,37.24,360.21,55.8,
,J0411101,鮸,,zh-TW,魚貝類,100g,103.6202,23.312,218.741,405.776,51.898,
,J0411201,鱗鰭叫姑魚,,zh-TW,魚貝類,100g,99.314,18.4,268.0,341.0,78.0,
,J0411301,黑斑海緋鯉,,zh-TW,魚貝類,100g,96.512,18.8,234.0,447.0,55.0,
,J0411401,斑點雞籠鯧,,zh-TW,魚貝類,100g,96.8622,21.945,36.94,400.74,71.15,
,J0411501,花身鯻,,zh-TW,魚貝類,100g,157.229,19.5,188.0,389.0,60.0,
,J0411601,花尾唇指翁(翁加魚邊) ,,zh-TW,魚貝類,100g,115.5321,19.79,309.68,389.4,71.04,
,J0411701,尼羅口孵非鯽(去皮),,zh-TW,魚貝類,100g,112.9338,20.356,239.2691,372.1595,62.2255,
,J0411801,尼羅口孵非鯽(含皮),,zh-TW,魚貝類,100g,124.978,19.425,178.48,450.595,41.645,
,J0411802,尼羅口孵非鯽(含皮)(2022年取樣),,zh-TW,魚貝類,100g,121.8411,20.386,162.88,347.42,61.66,
,J0411901,花身副麗魚,,zh-TW,魚貝類,100g,112.4657,17.665,177.0292,335.6766,49.1328,
,J0412001,紅色吳郭魚,,zh-TW,魚貝類,100g,107.8461,18.268,171.6611,309.8291,67.7792,
,J0412002,台灣鯛魚片(生),,zh-TW,魚貝類,100g,109.8465,18.1545,165.7158,340.5441,46.0712,
,J0412003,台灣鯛魚片(生)(2021年),,zh-TW,魚貝類,100g,109.3707,17.884,127.02,269.5,30.96,
,J0412101,台灣鯛魚片(水煮),,zh-TW,魚貝類,100g,129.939,23.4255,135.9342,271.1589,33.9652,
,J0412102,台灣鯛魚片(油煎),,zh-TW,魚貝類,100g,161.8736,23.1,227.8991,434.8978,67.3044,
,J0412103,"台灣鯛魚片(烤,190℃,10分鐘)",,zh-TW,魚貝類,100g,111.0746,19.6635,172.5065,365.0641,47.7656,
,J0412104,"台灣鯛魚片(烤,190℃,20分鐘)",,zh-TW,魚貝類,100g,134.1891,22.958,202.8017,410.8941,53.8324,
,J0412105,"台灣鯛魚片(烤,230℃,10分鐘)",,zh-TW,魚貝類,100g,126.6487,21.277,183.551,396.2753,49.5878,
,J0412106,"台灣鯛魚片(烤,230℃,20分鐘)",,zh-TW,魚貝類,100g,142.1796,24.583,232.6868,454.0917,65.4641,
,J0412107,台灣鯛魚片(清蒸),,zh-TW,魚貝類,100g,112.0396,19.2995,173.4919,357.1761,58.8712,
,J0412108,台灣鯛魚片(微波),,zh-TW,魚貝類,100g,139.9448,24.871,231.51,457.9098,85.3654,
,J0412201,台灣鯛魚湯(水煮),,zh-TW,魚貝類,100g,5.4858,0.9085,32.4349,88.0647,12.514,
,J0412301,莫三比克口孵非鯽,,zh-TW,魚貝類,100g,111.8194,19.512,201.6881,344.1672,91.3932,
,J0412401,薔薇項鰭魚(去皮),,zh-TW,魚貝類,100g,95.8916,17.345,94.33,137.44,138.04,
,J0412501,薔薇項鰭魚(含皮),,zh-TW,魚貝類,100g,92.669,17.9,160.0,183.0,126.0,
,J0412601,藍豬齒魚,,zh-TW,魚貝類,100g,80.799,18.5,223.0,457.0,65.0,
,J0412701,福氏鸚哥魚(去皮),,zh-TW,魚貝類,100g,84.1852,19.631,210.41,485.44,85.57,
,J0412801,橫紋鸚哥魚(含皮),,zh-TW,魚貝類,100g,80.5797,18.85,237.5,398.5,89.0,
,J0412901,藍點鸚哥魚,,zh-TW,魚貝類,100g,86.4787,20.147,200.22,543.76,60.53,
,J0413001,金錢魚,,zh-TW,魚貝類,100g,196.0251,19.27,43.18,398.16,70.11,
,J0413101,褐臭肚魚,,zh-TW,魚貝類,100g,164.159,19.94,35.6,434.42,52.18,
,J0413201,杜氏刺尾鯛,,zh-TW,魚貝類,100g,137.2675,19.05,347.31,451.06,38.17,
,J0413301,後刺尾鯛,,zh-TW,魚貝類,100g,102.0777,20.392,177.525,381.7,93.542,
,J0413401,鋸尾鯛,,zh-TW,魚貝類,100g,93.1362,18.96,275.74,387.18,56.8,
,J0413501,大眼金梭魚,,zh-TW,魚貝類,100g,157.128,21.8,145.0,445.0,71.0,
,J0413601,鱗網帶鰆切片,,zh-TW,魚貝類,100g,272.4528,17.258,161.7225,267.5486,84.3982,
,J0413701,鱗網帶鰆(含皮),,zh-TW,魚貝類,100g,263.4838,18.0,230.2,286.39,31.39,
,J0413801,白帶魚,,zh-TW,魚貝類,100g,101.732,19.6,188.0,291.0,54.0,
